CountryCd	Year	CountryName	FieldEducation	Graduates	YoungAdults
AUS	2001	Australia	Computing (ISC 48)	8564	5625000
AUS	2001	Australia	Engineering, manufacturing and construction	12361	5625000
AUS	2001	Australia	Architecture and building (ISC 58)	5013	5625000
AUS	2001	Australia	Education (ISC 14)	19669	5625000
AUS	2001	Australia	Journalism and information (ISC 32)	3556	5625000
AUS	2001	Australia	Law (ISC 38)	4704	5625000
AUS	2001	Australia	Agriculture	2118	5625000
AUS	2001	Australia	Humanities and Arts	21478	5625000
AUS	2001	Australia	Environmental protection (ISC 85)	1708	5625000
AUS	2001	Australia	Health and welfare	24499	5625000
AUS	2001	Australia	Engineering and engineering trades (ISC 52)	6829	5625000
AUS	2001	Australia	Transport services (ISC 84)	0	5625000
AUS	2002	Australia	Engineering, manufacturing and construction	13703	5637000
AUS	2002	Australia	Law (ISC 38)	5626	5637000
AUS	2002	Australia	Computing (ISC 48)	14035	5637000
AUS	2002	Australia	Engineering and engineering trades (ISC 52)	7146	5637000
AUS	2002	Australia	Business and administration (ISC 34)	49424	5637000
AUS	2002	Australia	Environmental protection (ISC 85)	2243	5637000
AUS	2002	Australia	Social and behavioural science (ISC 31)	10547	5637000
AUS	2002	Australia	Transport services (ISC 84)	66	5637000
AUS	2002	Australia	Life sciences (ISC 42)	5864	5637000
AUS	2002	Australia	Health and welfare	25272	5637000
AUS	2002	Australia	Journalism and information (ISC 32)	1653	5637000
AUS	2002	Australia	Agriculture	1798	5637000
AUS	2002	Australia	Mathematics and statistics (ISC 46)	823	5637000
AUS	2002	Australia	Education (ISC 14)	20554	5637000
AUS	2002	Australia	Humanities and Arts	19894	5637000
AUS	2002	Australia	Architecture and building (ISC 58)	5354	5637000
AUS	2003	Australia	Environmental protection (ISC 85)	2164	5660000
AUS	2003	Australia	Agriculture	1917	5660000
AUS	2003	Australia	Engineering and engineering trades (ISC 52)	7078	5660000
AUS	2003	Australia	Law (ISC 38)	5949	5660000
AUS	2003	Australia	Mathematics and statistics (ISC 46)	796	5660000
AUS	2003	Australia	Transport services (ISC 84)	92	5660000
AUS	2003	Australia	Humanities and Arts	21077	5660000
AUS	2003	Australia	Social and behavioural science (ISC 31)	10791	5660000
AUS	2003	Australia	Engineering, manufacturing and construction	13997	5660000
AUS	2003	Australia	Health and welfare	26427	5660000
AUS	2003	Australia	Life sciences (ISC 42)	5776	5660000
AUS	2003	Australia	Computing (ISC 48)	17631	5660000
AUS	2003	Australia	Architecture and building (ISC 58)	5523	5660000
AUS	2003	Australia	Education (ISC 14)	22700	5660000
AUS	2003	Australia	Journalism and information (ISC 32)	1929	5660000
AUS	2003	Australia	Business and administration (ISC 34)	53739	5660000
AUS	2004	Australia	Architecture and building (ISC 58)	5696	5685000
AUS	2004	Australia	Engineering and engineering trades (ISC 52)	8199	5685000
AUS	2004	Australia	Humanities and Arts	23129	5685000
AUS	2004	Australia	Education (ISC 14)	24446	5685000
AUS	2004	Australia	Transport services (ISC 84)	124	5685000
AUS	2004	Australia	Environmental protection (ISC 85)	2335	5685000
AUS	2004	Australia	Law (ISC 38)	7763	5685000
AUS	2004	Australia	Health and welfare	27674	5685000
AUS	2004	Australia	Computing (ISC 48)	18653	5685000
AUS	2004	Australia	Agriculture	2053	5685000
AUS	2004	Australia	Social and behavioural science (ISC 31)	14193	5685000
AUS	2004	Australia	Journalism and information (ISC 32)	2279	5685000
AUS	2004	Australia	Business and administration (ISC 34)	60530	5685000
AUS	2004	Australia	Life sciences (ISC 42)	6724	5685000
AUS	2004	Australia	Mathematics and statistics (ISC 46)	986	5685000
AUS	2004	Australia	Engineering, manufacturing and construction	14686	5685000
AUS	2005	Australia	Journalism and information (ISC 32)	2298	5737000
AUS	2005	Australia	Agriculture	1913	5737000
AUS	2005	Australia	Business and administration (ISC 34)	65712	5737000
AUS	2005	Australia	Humanities and Arts	24823	5737000
AUS	2005	Australia	Environmental protection (ISC 85)	2598	5737000
AUS	2005	Australia	Transport services (ISC 84)	120	5737000
AUS	2005	Australia	Computing (ISC 48)	17990	5737000
AUS	2005	Australia	Law (ISC 38)	9296	5737000
AUS	2005	Australia	Health and welfare	30213	5737000
AUS	2005	Australia	Architecture and building (ISC 58)	5653	5737000
AUS	2005	Australia	Engineering, manufacturing and construction	16502	5737000
AUS	2005	Australia	Education (ISC 14)	25374	5737000
AUS	2005	Australia	Social and behavioural science (ISC 31)	15510	5737000
AUS	2005	Australia	Life sciences (ISC 42)	7230	5737000
AUS	2005	Australia	Mathematics and statistics (ISC 46)	1044	5737000
AUS	2005	Australia	Engineering and engineering trades (ISC 52)	9020	5737000
AUS	2006	Australia	Humanities and Arts	26152	5813000
AUS	2006	Australia	Computing (ISC 48)	18180	5813000
AUS	2006	Australia	Journalism and information (ISC 32)	2623	5813000
AUS	2006	Australia	Agriculture	1881	5813000
AUS	2006	Australia	Social and behavioural science (ISC 31)	15144	5813000
AUS	2006	Australia	Education (ISC 14)	26148	5813000
AUS	2006	Australia	Law (ISC 38)	9642	5813000
AUS	2006	Australia	Business and administration (ISC 34)	68599	5813000
AUS	2006	Australia	Environmental protection (ISC 85)	2443	5813000
AUS	2006	Australia	Engineering, manufacturing and construction	16898	5813000
AUS	2006	Australia	Transport services (ISC 84)	192	5813000
AUS	2006	Australia	Health and welfare	31305	5813000
AUS	2006	Australia	Life sciences (ISC 42)	8000	5813000
AUS	2006	Australia	Mathematics and statistics (ISC 46)	1066	5813000
AUS	2006	Australia	Engineering and engineering trades (ISC 52)	9451	5813000
AUS	2006	Australia	Architecture and building (ISC 58)	5755	5813000
AUS	2007	Australia	Business and administration (ISC 34)	71164	5927000
AUS	2007	Australia	Education (ISC 14)	27628	5927000
AUS	2007	Australia	Social and behavioural science (ISC 31)	16327	5927000
AUS	2007	Australia	Law (ISC 38)	10524	5927000
AUS	2007	Australia	Transport services (ISC 84)	194	5927000
AUS	2007	Australia	Humanities and Arts	25985	5927000
AUS	2007	Australia	Life sciences (ISC 42)	8107	5927000
AUS	2007	Australia	Mathematics and statistics (ISC 46)	1109	5927000
AUS	2007	Australia	Journalism and information (ISC 32)	2287	5927000
AUS	2007	Australia	Engineering, manufacturing and construction	16866	5927000
AUS	2007	Australia	Engineering and engineering trades (ISC 52)	9418	5927000
AUS	2007	Australia	Architecture and building (ISC 58)	5781	5927000
AUS	2007	Australia	Computing (ISC 48)	16762	5927000
AUS	2007	Australia	Health and welfare	32796	5927000
AUS	2007	Australia	Environmental protection (ISC 85)	2316	5927000
AUS	2007	Australia	Agriculture	1932	5927000
AUS	2008	Australia	Computing (ISC 48)	13850	6074000
AUS	2008	Australia	Humanities and Arts	26061	6074000
AUS	2008	Australia	Business and administration (ISC 34)	74496	6074000
AUS	2008	Australia	Law (ISC 38)	10995	6074000
AUS	2008	Australia	Education (ISC 14)	27147	6074000
AUS	2008	Australia	Engineering and engineering trades (ISC 52)	9214	6074000
AUS	2008	Australia	Social and behavioural science (ISC 31)	16205	6074000
AUS	2008	Australia	Journalism and information (ISC 32)	2068	6074000
AUS	2008	Australia	Engineering, manufacturing and construction	16923	6074000
AUS	2008	Australia	Transport services (ISC 84)	165	6074000
AUS	2008	Australia	Architecture and building (ISC 58)	6073	6074000
AUS	2008	Australia	Agriculture	1859	6074000
AUS	2008	Australia	Mathematics and statistics (ISC 46)	1187	6074000
AUS	2008	Australia	Environmental protection (ISC 85)	2060	6074000
AUS	2008	Australia	Life sciences (ISC 42)	8247	6074000
AUS	2008	Australia	Health and welfare	34859	6074000
AUS	2010	Australia	Architecture and building (ISC 58)	7359	6331000
AUS	2010	Australia	Engineering, manufacturing and construction	19087	6331000
AUS	2010	Australia	Humanities and Arts	28544	6331000
AUS	2010	Australia	Social and behavioural science (ISC 31)	16575	6331000
AUS	2010	Australia	Education (ISC 14)	28150	6331000
AUS	2010	Australia	Journalism and information (ISC 32)	2287	6331000
AUS	2010	Australia	Agriculture	1933	6331000
AUS	2010	Australia	Health and welfare	39794	6331000
AUS	2010	Australia	Engineering and engineering trades (ISC 52)	9928	6331000
AUS	2010	Australia	Environmental protection (ISC 85)	2236	6331000
AUS	2010	Australia	Business and administration (ISC 34)	84659	6331000
AUS	2010	Australia	Computing (ISC 48)	11643	6331000
AUS	2010	Australia	Law (ISC 38)	12846	6331000
AUS	2010	Australia	Life sciences (ISC 42)	8374	6331000
AUS	2010	Australia	Transport services (ISC 84)	146	6331000
AUS	2010	Australia	Mathematics and statistics (ISC 46)	1108	6331000
AUS	2011	Australia	Engineering and engineering trades (ISC 52)	10839	6380000
AUS	2011	Australia	Agriculture	2022	6380000
AUS	2011	Australia	Education (ISC 14)	28333	6380000
AUS	2011	Australia	Architecture and building (ISC 58)	7817	6380000
AUS	2011	Australia	Law (ISC 38)	11428	6380000
AUS	2011	Australia	Transport services (ISC 84)	179	6380000
AUS	2011	Australia	Social and behavioural science (ISC 31)	17636	6380000
AUS	2011	Australia	Mathematics and statistics (ISC 46)	1252	6380000
AUS	2011	Australia	Health and welfare	42784	6380000
AUS	2011	Australia	Business and administration (ISC 34)	90093	6380000
AUS	2011	Australia	Environmental protection (ISC 85)	2562	6380000
AUS	2011	Australia	Journalism and information (ISC 32)	2364	6380000
AUS	2011	Australia	Life sciences (ISC 42)	8864	6380000
AUS	2011	Australia	Engineering, manufacturing and construction	20702	6380000
AUS	2011	Australia	Computing (ISC 48)	12743	6380000
AUS	2011	Australia	Humanities and Arts	30061	6380000
AUT	1998	Austria	Education (ISC 14)	668	2464958
AUT	1998	Austria	Social and behavioural science (ISC 31)	0	2464958
AUT	1998	Austria	Humanities and Arts	2511	2464958
AUT	1998	Austria	Journalism and information (ISC 32)	0	2464958
AUT	1998	Austria	Environmental protection (ISC 85)	0	2464958
AUT	1998	Austria	Transport services (ISC 84)	0	2464958
AUT	1998	Austria	Computing (ISC 48)	0	2464958
AUT	1998	Austria	Life sciences (ISC 42)	0	2464958
AUT	1998	Austria	Mathematics and statistics (ISC 46)	0	2464958
AUT	1998	Austria	Law (ISC 38)	0	2464958
AUT	1998	Austria	Agriculture	688	2464958
AUT	1998	Austria	Architecture and building (ISC 58)	0	2464958
AUT	1998	Austria	Business and administration (ISC 34)	0	2464958
AUT	1998	Austria	Health and welfare	1305	2464958
AUT	1998	Austria	Engineering and engineering trades (ISC 52)	0	2464958
AUT	1998	Austria	Engineering, manufacturing and construction	2379	2464958
AUT	1999	Austria	Environmental protection (ISC 85)	71	2436011
AUT	1999	Austria	Architecture and building (ISC 58)	942	2436011
AUT	1999	Austria	Education (ISC 14)	1866	2436011
AUT	1999	Austria	Business and administration (ISC 34)	2399	2436011
AUT	1999	Austria	Transport services (ISC 84)	0	2436011
AUT	1999	Austria	Law (ISC 38)	1834	2436011
AUT	1999	Austria	Agriculture	467	2436011
AUT	1999	Austria	Health and welfare	1518	2436011
AUT	1999	Austria	Social and behavioural science (ISC 31)	1160	2436011
AUT	1999	Austria	Computing (ISC 48)	409	2436011
AUT	1999	Austria	Journalism and information (ISC 32)	249	2436011
AUT	1999	Austria	Humanities and Arts	1816	2436011
AUT	1999	Austria	Engineering and engineering trades (ISC 52)	1451	2436011
AUT	1999	Austria	Mathematics and statistics (ISC 46)	117	2436011
AUT	1999	Austria	Life sciences (ISC 42)	622	2436011
AUT	1999	Austria	Engineering, manufacturing and construction	2715	2436011
AUT	2000	Austria	Environmental protection (ISC 85)	104	2408584
AUT	2000	Austria	Education (ISC 14)	1831	2408584
AUT	2000	Austria	Business and administration (ISC 34)	2992	2408584
AUT	2000	Austria	Transport services (ISC 84)	0	2408584
AUT	2000	Austria	Architecture and building (ISC 58)	1026	2408584
AUT	2000	Austria	Agriculture	490	2408584
AUT	2000	Austria	Engineering and engineering trades (ISC 52)	1670	2408584
AUT	2000	Austria	Social and behavioural science (ISC 31)	1188	2408584
AUT	2000	Austria	Health and welfare	1379	2408584
AUT	2000	Austria	Journalism and information (ISC 32)	323	2408584
AUT	2000	Austria	Humanities and Arts	1644	2408584
AUT	2000	Austria	Computing (ISC 48)	480	2408584
AUT	2000	Austria	Law (ISC 38)	2158	2408584
AUT	2000	Austria	Engineering, manufacturing and construction	2951	2408584
AUT	2000	Austria	Mathematics and statistics (ISC 46)	133	2408584
AUT	2000	Austria	Life sciences (ISC 42)	549	2408584
AUT	2001	Austria	Computing (ISC 48)	418	2386316
AUT	2001	Austria	Architecture and building (ISC 58)	1236	2386316
AUT	2001	Austria	Environmental protection (ISC 85)	55	2386316
AUT	2001	Austria	Agriculture	478	2386316
AUT	2001	Austria	Education (ISC 14)	2067	2386316
AUT	2001	Austria	Mathematics and statistics (ISC 46)	125	2386316
AUT	2001	Austria	Transport services (ISC 84)	0	2386316
AUT	2001	Austria	Social and behavioural science (ISC 31)	1329	2386316
AUT	2001	Austria	Health and welfare	1649	2386316
AUT	2001	Austria	Humanities and Arts	1957	2386316
AUT	2001	Austria	Law (ISC 38)	2122	2386316
AUT	2001	Austria	Business and administration (ISC 34)	3099	2386316
AUT	2001	Austria	Engineering, manufacturing and construction	3477	2386316
AUT	2001	Austria	Engineering and engineering trades (ISC 52)	1967	2386316
AUT	2001	Austria	Life sciences (ISC 42)	636	2386316
AUT	2001	Austria	Journalism and information (ISC 32)	325	2386316
AUT	2002	Austria	Computing (ISC 48)	520	2368537
AUT	2002	Austria	Mathematics and statistics (ISC 46)	130	2368537
AUT	2002	Austria	Environmental protection (ISC 85)	50	2368537
AUT	2002	Austria	Transport services (ISC 84)	0	2368537
AUT	2002	Austria	Agriculture	481	2368537
AUT	2002	Austria	Law (ISC 38)	2115	2368537
AUT	2002	Austria	Education (ISC 14)	2056	2368537
AUT	2002	Austria	Health and welfare	1373	2368537
AUT	2002	Austria	Humanities and Arts	2163	2368537
AUT	2002	Austria	Architecture and building (ISC 58)	1218	2368537
AUT	2002	Austria	Engineering and engineering trades (ISC 52)	1951	2368537
AUT	2002	Austria	Engineering, manufacturing and construction	3419	2368537
AUT	2002	Austria	Life sciences (ISC 42)	677	2368537
AUT	2002	Austria	Business and administration (ISC 34)	3145	2368537
AUT	2002	Austria	Social and behavioural science (ISC 31)	1527	2368537
AUT	2002	Austria	Journalism and information (ISC 32)	407	2368537
AUT	2003	Austria	Humanities and Arts	2171	2348893
AUT	2003	Austria	Environmental protection (ISC 85)	49	2348893
AUT	2003	Austria	Social and behavioural science (ISC 31)	1836	2348893
AUT	2003	Austria	Agriculture	561	2348893
AUT	2003	Austria	Transport services (ISC 84)	0	2348893
AUT	2003	Austria	Law (ISC 38)	1806	2348893
AUT	2003	Austria	Journalism and information (ISC 32)	529	2348893
AUT	2003	Austria	Computing (ISC 48)	581	2348893
AUT	2003	Austria	Architecture and building (ISC 58)	1256	2348893
AUT	2003	Austria	Life sciences (ISC 42)	690	2348893
AUT	2003	Austria	Health and welfare	1857	2348893
AUT	2003	Austria	Engineering, manufacturing and construction	3581	2348893
AUT	2003	Austria	Business and administration (ISC 34)	3666	2348893
AUT	2003	Austria	Mathematics and statistics (ISC 46)	158	2348893
AUT	2003	Austria	Education (ISC 14)	2014	2348893
AUT	2003	Austria	Engineering and engineering trades (ISC 52)	2043	2348893
AUT	2004	Austria	Environmental protection (ISC 85)	49	2331651
AUT	2004	Austria	Transport services (ISC 84)	0	2331651
AUT	2004	Austria	Social and behavioural science (ISC 31)	2282	2331651
AUT	2004	Austria	Journalism and information (ISC 32)	846	2331651
AUT	2004	Austria	Life sciences (ISC 42)	767	2331651
AUT	2004	Austria	Law (ISC 38)	1828	2331651
AUT	2004	Austria	Agriculture	404	2331651
AUT	2004	Austria	Business and administration (ISC 34)	4589	2331651
AUT	2004	Austria	Health and welfare	1957	2331651
AUT	2004	Austria	Computing (ISC 48)	1120	2331651
AUT	2004	Austria	Humanities and Arts	2439	2331651
AUT	2004	Austria	Engineering and engineering trades (ISC 52)	2088	2331651
AUT	2004	Austria	Mathematics and statistics (ISC 46)	152	2331651
AUT	2004	Austria	Architecture and building (ISC 58)	1260	2331651
AUT	2004	Austria	Education (ISC 14)	2264	2331651
AUT	2004	Austria	Engineering, manufacturing and construction	3606	2331651
AUT	2005	Austria	Health and welfare	2165	2315942
AUT	2005	Austria	Life sciences (ISC 42)	985	2315942
AUT	2005	Austria	Engineering, manufacturing and construction	3601	2315942
AUT	2005	Austria	Architecture and building (ISC 58)	1082	2315942
AUT	2005	Austria	Transport services (ISC 84)	0	2315942
AUT	2005	Austria	Social and behavioural science (ISC 31)	2188	2315942
AUT	2005	Austria	Agriculture	459	2315942
AUT	2005	Austria	Environmental protection (ISC 85)	50	2315942
AUT	2005	Austria	Law (ISC 38)	1749	2315942
AUT	2005	Austria	Engineering and engineering trades (ISC 52)	2198	2315942
AUT	2005	Austria	Mathematics and statistics (ISC 46)	173	2315942
AUT	2005	Austria	Journalism and information (ISC 32)	985	2315942
AUT	2005	Austria	Computing (ISC 48)	1586	2315942
AUT	2005	Austria	Humanities and Arts	2686	2315942
AUT	2005	Austria	Business and administration (ISC 34)	4881	2315942
AUT	2005	Austria	Education (ISC 14)	2247	2315942
AUT	2006	Austria	Social and behavioural science (ISC 31)	2442	2293469
AUT	2006	Austria	Agriculture	433	2293469
AUT	2006	Austria	Architecture and building (ISC 58)	1196	2293469
AUT	2006	Austria	Health and welfare	2352	2293469
AUT	2006	Austria	Life sciences (ISC 42)	1236	2293469
AUT	2006	Austria	Transport services (ISC 84)	12	2293469
AUT	2006	Austria	Computing (ISC 48)	2244	2293469
AUT	2006	Austria	Environmental protection (ISC 85)	38	2293469
AUT	2006	Austria	Journalism and information (ISC 32)	1138	2293469
AUT	2006	Austria	Business and administration (ISC 34)	4930	2293469
AUT	2006	Austria	Humanities and Arts	2749	2293469
AUT	2006	Austria	Education (ISC 14)	2342	2293469
AUT	2006	Austria	Law (ISC 38)	1603	2293469
AUT	2006	Austria	Engineering and engineering trades (ISC 52)	2509	2293469
AUT	2006	Austria	Engineering, manufacturing and construction	3910	2293469
AUT	2006	Austria	Mathematics and statistics (ISC 46)	217	2293469
AUT	2007	Austria	Engineering and engineering trades (ISC 52)	3140	2266235
AUT	2007	Austria	Health and welfare	2313	2266235
AUT	2007	Austria	Engineering, manufacturing and construction	4464	2266235
AUT	2007	Austria	Journalism and information (ISC 32)	1260	2266235
AUT	2007	Austria	Architecture and building (ISC 58)	1165	2266235
AUT	2007	Austria	Humanities and Arts	2932	2266235
AUT	2007	Austria	Computing (ISC 48)	2459	2266235
AUT	2007	Austria	Life sciences (ISC 42)	955	2266235
AUT	2007	Austria	Social and behavioural science (ISC 31)	2452	2266235
AUT	2007	Austria	Business and administration (ISC 34)	5752	2266235
AUT	2007	Austria	Agriculture	475	2266235
AUT	2007	Austria	Transport services (ISC 84)	0	2266235
AUT	2007	Austria	Law (ISC 38)	1515	2266235
AUT	2007	Austria	Environmental protection (ISC 85)	126	2266235
AUT	2007	Austria	Mathematics and statistics (ISC 46)	252	2266235
AUT	2007	Austria	Education (ISC 14)	2433	2266235
AUT	2008	Austria	Life sciences (ISC 42)	1068	2239851
AUT	2008	Austria	Architecture and building (ISC 58)	1387	2239851
AUT	2008	Austria	Computing (ISC 48)	2481	2239851
AUT	2008	Austria	Mathematics and statistics (ISC 46)	274	2239851
AUT	2008	Austria	Engineering and engineering trades (ISC 52)	3251	2239851
AUT	2008	Austria	Engineering, manufacturing and construction	4787	2239851
AUT	2008	Austria	Law (ISC 38)	1850	2239851
AUT	2008	Austria	Environmental protection (ISC 85)	250	2239851
AUT	2008	Austria	Health and welfare	3384	2239851
AUT	2008	Austria	Transport services (ISC 84)	0	2239851
AUT	2008	Austria	Social and behavioural science (ISC 31)	2907	2239851
AUT	2008	Austria	Humanities and Arts	3459	2239851
AUT	2008	Austria	Business and administration (ISC 34)	7738	2239851
AUT	2008	Austria	Agriculture	510	2239851
AUT	2008	Austria	Education (ISC 14)	3802	2239851
AUT	2008	Austria	Journalism and information (ISC 32)	1291	2239851
AUT	2010	Austria	Computing (ISC 48)	2428	2192690
AUT	2010	Austria	Life sciences (ISC 42)	1460	2192690
AUT	2010	Austria	Mathematics and statistics (ISC 46)	411	2192690
AUT	2010	Austria	Law (ISC 38)	2090	2192690
AUT	2010	Austria	Education (ISC 14)	4505	2192690
AUT	2010	Austria	Social and behavioural science (ISC 31)	3831	2192690
AUT	2010	Austria	Health and welfare	4871	2192690
AUT	2010	Austria	Business and administration (ISC 34)	9682	2192690
AUT	2010	Austria	Journalism and information (ISC 32)	1562	2192690
AUT	2010	Austria	Engineering, manufacturing and construction	6422	2192690
AUT	2010	Austria	Architecture and building (ISC 58)	1907	2192690
AUT	2010	Austria	Agriculture	476	2192690
AUT	2010	Austria	Engineering and engineering trades (ISC 52)	4244	2192690
AUT	2010	Austria	Environmental protection (ISC 85)	369	2192690
AUT	2010	Austria	Transport services (ISC 84)	0	2192690
AUT	2010	Austria	Humanities and Arts	4410	2192690
AUT	2011	Austria	Law (ISC 38)	2271	2184417
AUT	2011	Austria	Mathematics and statistics (ISC 46)	452	2184417
AUT	2011	Austria	Business and administration (ISC 34)	11480	2184417
AUT	2011	Austria	Journalism and information (ISC 32)	1289	2184417
AUT	2011	Austria	Transport services (ISC 84)	0	2184417
AUT	2011	Austria	Social and behavioural science (ISC 31)	4900	2184417
AUT	2011	Austria	Humanities and Arts	4917	2184417
AUT	2011	Austria	Education (ISC 14)	5013	2184417
AUT	2011	Austria	Computing (ISC 48)	2468	2184417
AUT	2011	Austria	Engineering and engineering trades (ISC 52)	4848	2184417
AUT	2011	Austria	Health and welfare	4625	2184417
AUT	2011	Austria	Architecture and building (ISC 58)	2039	2184417
AUT	2011	Austria	Life sciences (ISC 42)	1654	2184417
AUT	2011	Austria	Environmental protection (ISC 85)	404	2184417
AUT	2011	Austria	Engineering, manufacturing and construction	7131	2184417
AUT	2011	Austria	Agriculture	614	2184417
AUT	2012	Austria	Business and administration (ISC 34)	11883	2188827
AUT	2012	Austria	Mathematics and statistics (ISC 46)	445	2188827
AUT	2012	Austria	Humanities and Arts	5942	2188827
AUT	2012	Austria	Social and behavioural science (ISC 31)	6268	2188827
AUT	2012	Austria	Journalism and information (ISC 32)	1313	2188827
AUT	2012	Austria	Health and welfare	4809	2188827
AUT	2012	Austria	Transport services (ISC 84)	0	2188827
AUT	2012	Austria	Education (ISC 14)	6533	2188827
AUT	2012	Austria	Engineering and engineering trades (ISC 52)	4852	2188827
AUT	2012	Austria	Engineering, manufacturing and construction	7479	2188827
AUT	2012	Austria	Architecture and building (ISC 58)	2342	2188827
AUT	2012	Austria	Computing (ISC 48)	2451	2188827
AUT	2012	Austria	Law (ISC 38)	2164	2188827
AUT	2012	Austria	Environmental protection (ISC 85)	452	2188827
AUT	2012	Austria	Agriculture	651	2188827
AUT	2012	Austria	Life sciences (ISC 42)	1732	2188827
BEL	2000	Belgium	Mathematics and statistics (ISC 46)	192	2887353
BEL	2000	Belgium	Engineering, manufacturing and construction	4017	2887353
BEL	2000	Belgium	Computing (ISC 48)	327	2887353
BEL	2000	Belgium	Law (ISC 38)	2722	2887353
BEL	2000	Belgium	Environmental protection (ISC 85)	212	2887353
BEL	2000	Belgium	Education (ISC 14)	2327	2887353
BEL	2000	Belgium	Social and behavioural science (ISC 31)	4821	2887353
BEL	2000	Belgium	Business and administration (ISC 34)	3444	2887353
BEL	2000	Belgium	Transport services (ISC 84)	53	2887353
BEL	2000	Belgium	Agriculture	1136	2887353
BEL	2000	Belgium	Engineering and engineering trades (ISC 52)	2577	2887353
BEL	2000	Belgium	Life sciences (ISC 42)	2020	2887353
BEL	2000	Belgium	Humanities and Arts	4971	2887353
BEL	2000	Belgium	Journalism and information (ISC 32)	657	2887353
BEL	2000	Belgium	Architecture and building (ISC 58)	1315	2887353
BEL	2000	Belgium	Health and welfare	4272	2887353
BEL	2001	Belgium	Mathematics and statistics (ISC 46)	257	2866924
BEL	2001	Belgium	Engineering, manufacturing and construction	4252	2866924
BEL	2001	Belgium	Computing (ISC 48)	664	2866924
BEL	2001	Belgium	Engineering and engineering trades (ISC 52)	2557	2866924
BEL	2001	Belgium	Life sciences (ISC 42)	1970	2866924
BEL	2001	Belgium	Education (ISC 14)	2338	2866924
BEL	2001	Belgium	Social and behavioural science (ISC 31)	3951	2866924
BEL	2001	Belgium	Architecture and building (ISC 58)	1476	2866924
BEL	2001	Belgium	Humanities and Arts	5008	2866924
BEL	2001	Belgium	Journalism and information (ISC 32)	966	2866924
BEL	2001	Belgium	Agriculture	1207	2866924
BEL	2001	Belgium	Law (ISC 38)	3074	2866924
BEL	2001	Belgium	Transport services (ISC 84)	83	2866924
BEL	2001	Belgium	Health and welfare	4586	2866924
BEL	2001	Belgium	Business and administration (ISC 34)	4380	2866924
BEL	2001	Belgium	Environmental protection (ISC 85)	209	2866924
BEL	2002	Belgium	Mathematics and statistics (ISC 46)	344	2850954
BEL	2002	Belgium	Humanities and Arts	5008	2850954
BEL	2002	Belgium	Life sciences (ISC 42)	1499	2850954
BEL	2002	Belgium	Computing (ISC 48)	1018	2850954
BEL	2002	Belgium	Engineering and engineering trades (ISC 52)	2642	2850954
BEL	2002	Belgium	Education (ISC 14)	2422	2850954
BEL	2002	Belgium	Transport services (ISC 84)	86	2850954
BEL	2002	Belgium	Engineering, manufacturing and construction	4305	2850954
BEL	2002	Belgium	Architecture and building (ISC 58)	1451	2850954
BEL	2002	Belgium	Agriculture	1046	2850954
BEL	2002	Belgium	Health and welfare	5022	2850954
BEL	2002	Belgium	Environmental protection (ISC 85)	304	2850954
BEL	2002	Belgium	Journalism and information (ISC 32)	1153	2850954
BEL	2002	Belgium	Social and behavioural science (ISC 31)	3482	2850954
BEL	2002	Belgium	Law (ISC 38)	3111	2850954
BEL	2002	Belgium	Business and administration (ISC 34)	4969	2850954
BEL	2003	Belgium	Computing (ISC 48)	933	2830512
BEL	2003	Belgium	Mathematics and statistics (ISC 46)	365	2830512
BEL	2003	Belgium	Engineering, manufacturing and construction	4179	2830512
BEL	2003	Belgium	Architecture and building (ISC 58)	1361	2830512
BEL	2003	Belgium	Agriculture	1183	2830512
BEL	2003	Belgium	Education (ISC 14)	2593	2830512
BEL	2003	Belgium	Humanities and Arts	5060	2830512
BEL	2003	Belgium	Law (ISC 38)	3093	2830512
BEL	2003	Belgium	Engineering and engineering trades (ISC 52)	2650	2830512
BEL	2003	Belgium	Journalism and information (ISC 32)	1283	2830512
BEL	2003	Belgium	Social and behavioural science (ISC 31)	3956	2830512
BEL	2003	Belgium	Health and welfare	5242	2830512
BEL	2003	Belgium	Transport services (ISC 84)	70	2830512
BEL	2003	Belgium	Business and administration (ISC 34)	5108	2830512
BEL	2003	Belgium	Life sciences (ISC 42)	1898	2830512
BEL	2003	Belgium	Environmental protection (ISC 85)	277	2830512
BEL	2004	Belgium	Engineering and engineering trades (ISC 52)	2832	2804410
BEL	2004	Belgium	Education (ISC 14)	3004	2804410
BEL	2004	Belgium	Computing (ISC 48)	1036	2804410
BEL	2004	Belgium	Engineering, manufacturing and construction	4386	2804410
BEL	2004	Belgium	Social and behavioural science (ISC 31)	3941	2804410
BEL	2004	Belgium	Mathematics and statistics (ISC 46)	374	2804410
BEL	2004	Belgium	Architecture and building (ISC 58)	1401	2804410
BEL	2004	Belgium	Agriculture	1256	2804410
BEL	2004	Belgium	Journalism and information (ISC 32)	1254	2804410
BEL	2004	Belgium	Humanities and Arts	5413	2804410
BEL	2004	Belgium	Health and welfare	4945	2804410
BEL	2004	Belgium	Business and administration (ISC 34)	5357	2804410
BEL	2004	Belgium	Transport services (ISC 84)	95	2804410
BEL	2004	Belgium	Law (ISC 38)	2988	2804410
BEL	2004	Belgium	Life sciences (ISC 42)	2010	2804410
BEL	2004	Belgium	Environmental protection (ISC 85)	357	2804410
BEL	2005	Belgium	Architecture and building (ISC 58)	1448	2782944
